order_id,Order Region
40946,West of USA 
40889,US Center 
40759,South of  USA 
40738,East of USA
40455,East of USA
40455,East of USA
40424,US Center 
40226,US Center 
40175,East of USA
39850,South of  USA 
39259,South of  USA 
39203,US Center 
39103,South of  USA 
39100,South of  USA 
39047,South of  USA 
38902,US Center 
38805,East of USA
38759,West of USA 
38426,South of  USA 
38054,East of USA
38046,East of USA
37904,West of USA 
37652,East of USA
37550,South of  USA 
37454,US Center 
37371,West of USA 
37132,South of  USA 
37007,East of USA
36873,West of USA 
36442,West of USA 
36156,US Center 
36128,US Center 
36099,South of  USA 
35983,East of USA
35795,West of USA 
35400,US Center 
35387,East of USA
34438,US Center 
34270,US Center 
34097,South of  USA 
33902,South of  USA 
33883,East of USA
33499,West of USA 
33440,East of USA
33082,US Center 
32901,West of USA 
32873,US Center 
32543,West of USA 
32192,West of USA 
32123,US Center 
31937,US Center 
31825,East of USA
31380,South of  USA 
31154,Oceania
31105,Oceania
30617,Oceania
30265,South Asia
30136,Oceania
29930,Eastern Asia
29825,Southeast Asia
29667,Southeast Asia
29659,South Asia
29633,Oceania
29599,Eastern Asia
29379,Southeast Asia
28840,Southeast Asia
28188,Oceania
27993,South Asia
27409,Southeast Asia
27105,Eastern Asia
26990,Oceania
26905,Southeast Asia
26887,South Asia
26264,Eastern Asia
25874,South Asia
25514,Southeast Asia
25482,Southeast Asia
25340,Southeast Asia
25284,Southeast Asia
25110,South Asia
25007,Southeast Asia
25000,Oceania
24918,Oceania
24415,Oceania
24379,Oceania
24302,Oceania
24119,Southeast Asia
24079,South Asia
24060,South Asia
23863,Oceania
23684,South Asia
23630,Eastern Asia
23620,Southeast Asia
23493,Southeast Asia
23413,Southeast Asia
23316,Southeast Asia
23129,South Asia
23022,Oceania
23012,Southeast Asia
22660,Oceania
22292,Oceania
22223,Southeast Asia
22207,Oceania
22188,South Asia
21937,Southeast Asia
21662,Eastern Asia
21611,Southeast Asia
21380,South Asia
20998,Eastern Asia
20757,Eastern Asia
20513,South Asia
20476,Southeast Asia
20374,Southeast Asia
19830,Western Europe
19743,Northern Europe
19568,Western Europe
19061,Western Europe
18904,Southern Europe
18311,Western Europe
18165,Southern Europe
17835,Western Europe
17542,Southern Europe
17425,Southern Europe
17219,Northern Europe
16974,Western Europe
16852,Northern Europe
16791,Western Europe
16515,Northern Europe
16505,Western Europe
16427,Western Europe
16317,Western Europe
16183,Northern Europe
15778,Northern Europe
15219,Western Europe
15137,Southern Europe
15116,Western Europe
15073,Western Europe
14820,Western Europe
14526,Southern Europe
14170,Western Europe
14121,Southern Europe
14026,Western Europe
13993,Western Europe
13356,Northern Europe
12871,Western Europe
12854,Western Europe
12631,Western Europe
12461,Southern Europe
12267,Western Europe
12250,Western Europe
12220,Western Europe
12198,Western Europe
11827,Western Europe
11754,Western Europe
11176,Western Europe
11022,Northern Europe
10929,Northern Europe
10909,Western Europe
10905,Southern Europe
10589,Western Europe
10464,Western Europe
10085,South America
10028,South America
9998,South America
9952,Central America
9827,Central America
9471,Central America
9321,Caribbean
9210,Caribbean
9161,Central America
9134,South America
8866,Central America
8683,Central America
8495,Caribbean
8361,Central America
8285,Central America
7924,Central America
7829,Central America
7595,South America
7045,Caribbean
6879,Central America
6816,South America
6615,Central America
6332,Caribbean
6327,Central America
6153,Central America
5934,Central America
5901,Central America
5777,Central America
5754,Central America
5748,South America
5713,Central America
5572,Central America
4927,Central America
4819,Central America
3486,South America
2259,Central America
2077,Caribbean
1993,Central America
1628,Central America
1614,South America
1593,South America
1084,Central America
1010,Caribbean
904,South America
810,Central America
808,South America
708,Central America
686,Central America
297,Central America
262,Central America
184,Caribbean
12,Central America
68612,Western Europe
68612,Western Europe
68557,Southern Europe
68533,Western Europe
68522,Northern Europe
68519,Western Europe
68478,Western Europe
68377,Southern Europe
68363,Western Europe
68357,Western Europe
68319,Northern Europe
68233,Northern Europe
68195,Western Europe
67949,Western Europe
67913,Western Europe
67889,Western Europe
67794,Southern Europe
67736,Northern Europe
67715,Western Europe
67695,Western Europe
67692,Western Europe
67691,Western Europe
67689,Western Europe
67587,Western Europe
67587,Western Europe
67526,Western Europe
67449,Western Europe
57596,Caribbean
57261,Central America
57172,Central America
57129,Central America
56981,Central America
56653,Central America
56580,Central America
56351,Central America
55632,Central America
55210,Central America
55133,Central America
54907,Central America
54709,Caribbean
54375,South America
54362,Caribbean
54252,Central America
54120,South America
54005,South America
53845,Central America
53816,South America
53003,Central America
52829,Caribbean
52773,Central America
52683,Caribbean
52575,Central America
52550,Central America
52359,Caribbean
52350,Central America
52290,Central America
46921,Central Africa
45445,West Africa
45575,East Africa
50395,Southern Africa
42019,West Africa
49048,Central Africa
49048,Central Africa
49048,Central Africa
45592,North Africa
45592,North Africa
42930,East Africa
50395,Southern Africa
49703,Southern Africa
42930,East Africa
45445,West Africa
49048,Central Africa
50395,Southern Africa
70951,Northern Europe
69449,Southern Europe
69448,Western Europe
69445,Western Europe
69786,Northern Europe
69821,Western Europe
70639,Western Europe
69831,Western Europe
68632,Western Europe
65618,Southern Europe
64189,Western Europe
19479,Northern Europe
67708,Southern Europe
12675,Western Europe
67520,Northern Europe
65876,Southern Europe
70488,Western Europe
17709,Western Europe
17709,Western Europe
13913,Southern Europe
70180,Western Europe
65874,Western Europe
17709,Western Europe
11500,Northern Europe
13913,Southern Europe
65874,Western Europe
17460,Western Europe
18660,Western Europe
17460,Western Europe
10560,Western Europe
17460,Western Europe
10560,Western Europe
65618,Southern Europe
70048,Western Europe
14047,Western Europe
68152,Western Europe
18345,Northern Europe
19911,Western Europe
41299,Eastern Europe
18026,Northern Europe
41299,Eastern Europe
67520,Northern Europe
18026,Northern Europe
61758,Southern Europe
42294,Eastern Europe
20077,Western Europe
19794,Northern Europe
13524,Western Europe
48521,Eastern Europe
70023,Northern Europe
19479,Northern Europe
65618,Southern Europe
15122,Southern Europe
66448,Western Europe
63834,Western Europe
48521,Eastern Europe
70382,Northern Europe
19478,Northern Europe
17720,Southern Europe
15122,Southern Europe
66087,Southern Europe
65780,Southern Europe
67708,Southern Europe
63047,Western Europe
17080,Western Europe
65359,Western Europe
15585,Western Europe
62666,Western Europe
68773,Western Europe
65285,Western Europe
68399,Western Europe
15585,Western Europe
18026,Northern Europe
17080,Western Europe
15292,Western Europe
62231,Southern Europe
13911,Western Europe
48521,Eastern Europe
19794,Northern Europe
19722,Northern Europe
19754,Southern Europe
17720,Southern Europe
65359,Western Europe
14261,Western Europe
48331,Eastern Europe
16513,Northern Europe
18660,Western Europe
12675,Western Europe
19478,Northern Europe
16087,Southern Europe
63047,Western Europe
12675,Western Europe
19478,Northern Europe
10560,Western Europe
15166,Western Europe
18345,Northern Europe
20077,Western Europe
11369,Western Europe
11369,Western Europe
19754,Southern Europe
61758,Southern Europe
64189,Western Europe
69095,Northern Europe
69144,Western Europe
71433,Western Europe
71466,Western Europe
7321,Central America
53421,Central America
56954,Central America
10218,South America
60059,Central America
6364,Central America
60495,Caribbean
6572,Caribbean
53813,Central America
54511,Central America
3874,Central America
1431,South America
58059,Central America
5514,South America
6983,South America
8605,Caribbean
59467,Caribbean
5514,South America
58307,Caribbean
7321,Central America
3609,South America
59753,Central America
5488,Central America
51393,Central America
54626,Central America
9497,South America
58482,Central America
57516,Central America
3287,Central America
58482,Central America
61313,South America
2317,South America
54201,South America
4009,South America
7022,South America
52958,Caribbean
7948,Caribbean
5356,Central America
4986,South America
4009,South America
53205,Caribbean
53423,Caribbean
3326,Caribbean
1071,Caribbean
4129,South America
4669,South America
9497,South America
51393,Central America
4986,South America
10239,South America
5969,Central America
56954,Central America
4268,Central America
5356,Central America
53205,Caribbean
5394,Central America
4129,South America
4268,Central America
3187,Central America
61340,South America
5573,Caribbean
3187,Central America
58059,Central America
7229,Central America
4986,South America
5969,Central America
58130,Caribbean
384,South America
60520,South America
60446,South America
8605,Caribbean
5356,Central America
8112,Central America
9467,Central America
4129,South America
3287,Central America
3287,Central America
6807,Central America
6077,South America
55601,Central America
5969,Central America
59961,Central America
61024,Central America
7049,Central America
57291,Central America
74614,Southeast Asia
74336,South Asia
73072,Eastern Asia
75531,Southeast Asia
75612,Oceania
72987,Eastern Asia
72274,South Asia
25591,South Asia
22394,Southeast Asia
23489,Eastern Asia
28712,Eastern Asia
24320,Eastern Asia
22778,Southeast Asia
21647,Oceania
74164,Eastern Asia
76942,Oceania
74959,South Asia
22061,South Asia
28933,South Asia
24320,Eastern Asia
27329,Oceania
44631,West Asia
24361,Eastern Asia
24320,Eastern Asia
44631,West Asia
25309,Southeast Asia
23489,Eastern Asia
28320,Eastern Asia
25558,Oceania
73763,South Asia
28320,Eastern Asia
28712,Eastern Asia
23419,South Asia
22778,Southeast Asia
73886,Southeast Asia
27255,Oceania
72364,Southeast Asia
50728,West Asia
74858,Eastern Asia
23489,Eastern Asia
27329,Oceania
24214,Oceania
26224,South Asia
21494,Oceania
24214,Oceania
26224,South Asia
28076,Southeast Asia
25863,South Asia
21494,Oceania
23489,Eastern Asia
71800,Oceania
72029,Eastern Asia
47051,West Asia
25115,South Asia
22394,Southeast Asia
22394,Southeast Asia
22515,Oceania
28692,South Asia
22171,Eastern Asia
27027,Oceania
25900,Eastern Asia
22515,Oceania
27311,South Asia
22061,South Asia
24320,Eastern Asia
24170,Eastern Asia
22211,Oceania
27013,South Asia
22211,Oceania
24170,Eastern Asia
22423,Oceania
44631,West Asia
23419,South Asia
24214,Oceania
22778,Southeast Asia
24214,Oceania
21980,South Asia
25863,South Asia
22642,South Asia
22642,South Asia
74019,Eastern Asia
76402,South Asia
73602,South Asia
75429,Southeast Asia
73524,Oceania
75477,Southeast Asia
76807,Oceania
73628,Southeast Asia
31975,US Center 
32978,East of USA
37171,South of  USA 
32790,West of USA 
36517,US Center 
32051,West of USA 
39664,West of USA 
39737,East of USA
33097,US Center 
39664,West of USA 
40242,West of USA 
35455,US Center 
34678,South of  USA 
43099,Canada
31490,East of USA
31975,US Center 
37390,East of USA
31975,US Center 
43099,Canada
43099,Canada
39483,US Center 
32126,South of  USA 
35637,US Center 
35021,US Center 
39804,US Center 
37313,West of USA 
34678,South of  USA 
35021,US Center 
31458,East of USA
31574,East of USA
35455,US Center 
39737,East of USA
35637,US Center 
34687,US Center 
34687,US Center 
34014,East of USA
34368,East of USA
37313,West of USA 
39737,East of USA
32213,US Center 
32625,West of USA 
32625,West of USA 
34048,West of USA 
41702,West Africa
45592,North Africa
45592,North Africa
48331,Eastern Europe
20077,Western Europe
48169,Eastern Europe
11500,Northern Europe
45464,Southern Europe
17720,Southern Europe
68399,Western Europe
11369,Western Europe
44203,Eastern Europe
61758,Southern Europe
45351,Eastern Europe
68773,Western Europe
61758,Southern Europe
63311,Western Europe
19479,Northern Europe
48331,Eastern Europe
68632,Western Europe
20077,Western Europe
59373,Central America
5514,South America
59467,Caribbean
59753,Central America
9497,South America
5122,South America
54201,South America
5122,South America
54589,Central America
53421,Central America
5514,South America
53813,Central America
51393,Central America
6077,South America
10239,South America
5356,Central America
52672,South America
3113,Central America
60495,Caribbean
10218,South America
10218,South America
4009,South America
6807,Central America
61340,South America
6572,Caribbean
56954,Central America
61313,South America
8605,Caribbean
7948,Caribbean
57291,Central America
25900,Eastern Asia
30637,Oceania
22515,Oceania
22061,South Asia
25900,Eastern Asia
24361,Eastern Asia
25558,Oceania
30938,Oceania
28760,South Asia
45721,West Asia
22423,Oceania
33097,US Center 
33097,US Center 
39105,South of  USA 
32978,East of USA
32213,US Center 
35021,US Center 
31927,West of USA 
35262,South of  USA 
34687,US Center 
34678,South of  USA 
36933,West of USA 
36517,US Center 
31927,West of USA 
31743,US Center 
40242,West of USA 
41702,West Africa
42930,East Africa
41702,West Africa
45445,West Africa
49736,Eastern Europe
18660,Western Europe
15292,Western Europe
67407,Western Europe
66448,Western Europe
17043,Southern Europe
62951,Western Europe
45464,Southern Europe
15122,Southern Europe
13468,Southern Europe
45351,Eastern Europe
65874,Western Europe
19479,Northern Europe
14047,Western Europe
55101,South America
3287,Central America
384,South America
57749,Central America
4268,Central America
4009,South America
57686,Central America
53421,Central America
52672,South America
61024,Central America
59374,Central America
59373,Central America
51393,Central America
3609,South America
48453,West Asia
42078,Central Asia
74840,Oceania
30866,Oceania
28962,Oceania
22078,South Asia
28056,Eastern Asia
29065,Oceania
20562,Oceania
74391,Southeast Asia
76966,Southeast Asia
46505,West Asia
30334,Oceania
24253,South Asia
30334,Oceania
45300,West Asia
46332,West Asia
21198,Southeast Asia
25724,South Asia
26555,South Asia
20660,South Asia
25988,Southeast Asia
22412,Eastern Asia
22081,Southeast Asia
22310,South Asia
50910,West Asia
43190,South Asia
27947,Oceania
22676,Southeast Asia
41846,West Asia
21848,Oceania
21617,Southeast Asia
71815,Oceania
48453,West Asia
71883,Eastern Asia
45762,South Asia
25230,South Asia
21451,Southeast Asia
22078,South Asia
46505,West Asia
22078,South Asia
21848,Oceania
23509,Oceania
26819,Southeast Asia
21617,Southeast Asia
24987,Eastern Asia
47649,South Asia
22622,Oceania
25528,South Asia
22431,Southeast Asia
21617,Southeast Asia
22371,Eastern Asia
29849,Oceania
22431,Southeast Asia
30580,Oceania
24982,South Asia
20887,South Asia
26130,Southeast Asia
22100,Eastern Asia
21685,Southeast Asia
20887,South Asia
48375,West Asia
48300,West Asia
28465,Oceania
24253,South Asia
48779,West Asia
24601,Eastern Asia
23825,Eastern Asia
22759,Oceania
23952,South Asia
23825,Eastern Asia
21303,Eastern Asia
23952,South Asia
28928,Southeast Asia
23890,Southeast Asia
46648,Central Asia
21086,Oceania
23952,South Asia
25252,Southeast Asia
47603,West Asia
46648,Central Asia
29065,Oceania
43237,West Asia
74057,Southeast Asia
74063,Southeast Asia
74061,Southeast Asia
76654,Eastern Asia
75413,Oceania
72581,Oceania
72544,Eastern Asia
71696,Southeast Asia
74283,Eastern Asia
72650,Southeast Asia
75480,South Asia
75070,South Asia
76302,Southeast Asia
71668,Eastern Asia
72588,Eastern Asia
76535,South Asia
75366,Southeast Asia
72732,Southeast Asia
76659,Southeast Asia
76424,Oceania
72801,South Asia
75045,Southeast Asia
72728,Eastern Asia
76369,Oceania
73641,Oceania
33233,West of USA 
34809,US Center 
34809,US Center 
34809,US Center 
34583,US Center 
35141,West of USA 
40715,South of  USA 
39510,South of  USA 
31439,West of USA 
32128,South of  USA 
34798,South of  USA 
40889,US Center 
33205,West of USA 
40569,East of USA
37198,East of USA
36747,US Center 
38473,US Center 
41218,East of USA
36418,South of  USA 
32428,South of  USA 
48915,Canada
32428,South of  USA 
36747,US Center 
38047,East of USA
40715,South of  USA 
41183,US Center 
34240,West of USA 
37046,East of USA
35429,South of  USA 
34290,US Center 
38031,South of  USA 
40347,West of USA 
38807,East of USA
34583,US Center 
49667,Canada
31606,West of USA 
49767,Canada
36599,South of  USA 
39725,West of USA 
33704,West of USA 
36418,South of  USA 
39375,South of  USA 
40347,West of USA 
39798,West of USA 
38047,East of USA
39510,South of  USA 
39924,East of USA
40995,West of USA 
33866,East of USA
41183,US Center 
33656,East of USA
33866,East of USA
34290,US Center 
33866,East of USA
38473,US Center 
38473,US Center 
37198,East of USA
36418,South of  USA 
35647,East of USA
40404,US Center 
39924,East of USA
36747,US Center 
31644,East of USA
33704,West of USA 
34798,South of  USA 
40347,West of USA 
33885,West of USA 
33609,West of USA 
34487,US Center 
33885,West of USA 
31606,West of USA 
43976,Southern Africa
51110,East Africa
43976,Southern Africa
49384,North Africa
43976,Southern Africa
41322,Southern Africa
45454,East Africa
47908,West Africa
45454,East Africa
49384,North Africa
42920,West Africa
13035,Western Europe
67638,Western Europe
67628,Northern Europe
16045,Northern Europe
19035,Western Europe
13592,Northern Europe
10707,Western Europe
15835,Southern Europe
67515,Northern Europe
63804,Western Europe
45390,Northern Europe
10595,Western Europe
64472,Northern Europe
63645,Western Europe
19346,Western Europe
66634,Southern Europe
10531,Northern Europe
17889,Western Europe
66877,Western Europe
13263,Northern Europe
11479,Western Europe
47141,Eastern Europe
64598,Southern Europe
17755,Southern Europe
66956,Western Europe
68749,Western Europe
13974,Western Europe
67395,Southern Europe
67395,Southern Europe
63190,Southern Europe
68098,Western Europe
65704,Western Europe
10920,Northern Europe
16005,Western Europe
17862,Western Europe
43720,Eastern Europe
53959,Central America
7136,Central America
4865,South America
53767,Caribbean
57813,Caribbean
9298,Caribbean
52860,Central America
4549,South America
2291,South America
4549,South America
232,Central America
918,South America
9908,South America
51940,South America
57203,Caribbean
7690,Caribbean
53628,Central America
57997,Central America
54073,South America
52092,Central America
5439,Central America
4181,Central America
53570,South America
9298,Caribbean
74,Central America
54073,South America
8345,Central America
4549,South America
60840,Central America
3186,Central America
51940,South America
9182,South America
56726,Central America
749,Central America
918,South America
8920,Central America
3878,Central America
1561,Central America
60702,Central America
4181,Central America
326,Central America
334,Central America
60693,Central America
9908,South America
60995,Central America
61382,South America
56061,Caribbean
59232,Central America
4035,South America
7690,Caribbean
57304,South America
45384,West Asia
43583,West Asia
27930,South Asia
28659,Oceania
25988,Southeast Asia
42075,Central Asia
47649,South Asia
22080,South Asia
30816,Oceania
30100,Oceania
22310,South Asia
43190,South Asia
22080,South Asia
24686,South Asia
42498,West Asia
28659,Oceania
21848,Oceania
25876,Eastern Asia
29930,Eastern Asia
25252,Southeast Asia
21348,Southeast Asia
24253,South Asia
22490,South Asia
50270,West Asia
30368,Oceania
27460,South Asia
50270,West Asia
28928,Southeast Asia
21198,Southeast Asia
43190,South Asia
26452,Southeast Asia
28205,Eastern Asia
47649,South Asia
23423,Eastern Asia
27921,South Asia
23952,South Asia
47597,West Asia
50080,West Asia
23276,Southeast Asia
22102,Eastern Asia
22743,Eastern Asia
25316,Eastern Asia
31250,Oceania
35328,West of USA 
40404,US Center 
36752,East of USA
34455,South of  USA 
39798,West of USA 
37198,East of USA
38861,West of USA 
32731,West of USA 
39798,West of USA 
32128,South of  USA 
34528,US Center 
33704,West of USA 
38473,US Center 
33885,West of USA 
34290,US Center 
36091,West of USA 
38861,West of USA 
38807,East of USA
33885,West of USA 
35429,South of  USA 
38861,West of USA 
33729,East of USA
31644,East of USA
34579,South of  USA 
33750,East of USA
46951,West Africa
50364,West Africa
42198,North Africa
42198,North Africa
46907,West Africa
41322,Southern Africa
50213,West Africa
48622,Central Africa
48622,Central Africa
44027,West Africa
67147,Northern Europe
67638,Western Europe
10802,Western Europe
63695,Western Europe
63320,Southern Europe
63605,Southern Europe
44721,Eastern Europe
15915,Northern Europe
48098,Eastern Europe
12124,Southern Europe
12124,Southern Europe
10861,Western Europe
67630,Northern Europe
66634,Southern Europe
61940,Southern Europe
14859,Western Europe
16094,Southern Europe
17388,Western Europe
10861,Western Europe
63605,Southern Europe
63804,Western Europe
63605,Southern Europe
16971,Southern Europe
63120,Northern Europe
45390,Northern Europe
67091,Western Europe
18642,Southern Europe
63758,Western Europe
17373,Southern Europe
20152,Western Europe
42825,Eastern Europe
11494,Northern Europe
12300,Southern Europe
11959,Western Europe
10764,Western Europe
17766,Western Europe
19422,Western Europe
18642,Southern Europe
16989,Western Europe
63605,Southern Europe
68098,Western Europe
19904,Western Europe
17388,Western Europe
45390,Northern Europe
68645,Western Europe
12354,Western Europe
19497,Western Europe
15772,Western Europe
53628,Central America
59260,Central America
53473,South America
56745,Central America
4859,Central America
55132,South America
54073,South America
4807,South America
53570,South America
60035,Central America
8340,Central America
53354,South America
60702,Central America
60702,Central America
60702,Central America
9804,Central America
8021,Caribbean
6782,Central America
6401,Central America
696,Central America
55608,South America
59339,Central America
59317,Caribbean
1129,South America
58684,South America
60974,Central America
53803,Central America
3249,South America
140,South America
60141,South America
4732,Central America
6961,Central America
3837,Central America
4549,South America
7225,Central America
4799,Central America
29400,Southeast Asia
26819,Southeast Asia
29395,South Asia
27842,Eastern Asia
27553,South Asia
25829,Southeast Asia
24982,South Asia
20660,South Asia
23276,Southeast Asia
46332,West Asia
25190,Oceania
22966,Oceania
23847,Southeast Asia
21303,Eastern Asia
42793,West Asia
25316,Eastern Asia
22102,Eastern Asia
46288,South Asia
22078,South Asia
29623,Southeast Asia
26709,South Asia
49262,West Asia
48779,West Asia
29091,South Asia
23452,Southeast Asia
23276,Southeast Asia
25228,South Asia
22743,Eastern Asia
46288,South Asia
27947,Oceania
42078,Central Asia
25316,Eastern Asia
25316,Eastern Asia
26131,South Asia
46332,West Asia
23229,Southeast Asia
21198,Southeast Asia
22100,Eastern Asia
21086,Oceania
24450,Oceania
25910,Southeast Asia
47178,West Asia
27808,South Asia
24596,Oceania
24982,South Asia
21685,Southeast Asia
25228,South Asia
25910,Southeast Asia
30100,Oceania
29206,Oceania
28465,Oceania
26128,South Asia
24987,Eastern Asia
22100,Eastern Asia
22078,South Asia
32128,South of  USA 
36576,US Center 
37510,West of USA 
32128,South of  USA 
34328,US Center 
33820,US Center 
40715,South of  USA 
33750,East of USA
37046,East of USA
34798,South of  USA 
34691,East of USA
39725,West of USA 
32428,South of  USA 
38912,South of  USA 
38031,South of  USA 
34579,South of  USA 
38242,East of USA
35328,West of USA 
39725,West of USA 
38861,West of USA 
46745,East Africa
49172,North Africa
44485,Southern Africa
41442,North Africa
45832,West Africa
49172,North Africa
42198,North Africa
49384,North Africa
64559,Southern Europe
64775,Northern Europe
17119,Southern Europe
67630,Northern Europe
62545,Northern Europe
68203,Southern Europe
44721,Eastern Europe
17415,Northern Europe
42821,Eastern Europe
63758,Western Europe
19422,Western Europe
17766,Western Europe
64638,Northern Europe
48869,Eastern Europe
48869,Eastern Europe
63758,Western Europe
19035,Western Europe
13974,Western Europe
17506,Western Europe
68203,Southern Europe
18133,Western Europe
16111,Western Europe
67322,Western Europe
17862,Western Europe
47141,Eastern Europe
12108,Southern Europe
19415,Western Europe
12845,Southern Europe
68405,Western Europe
63388,Western Europe
17415,Northern Europe
19346,Western Europe
12218,Western Europe
65544,Western Europe
66956,Western Europe
65531,Western Europe
19687,Southern Europe
64851,Southern Europe
67322,Western Europe
19346,Western Europe
16654,Western Europe
68523,Northern Europe
17766,Western Europe
13974,Western Europe
66834,Western Europe
10764,Western Europe
66834,Western Europe
63320,Southern Europe
65866,Western Europe
49508,Eastern Europe
17249,Southern Europe
19422,Western Europe
15772,Western Europe
47141,Eastern Europe
10707,Western Europe
18235,Western Europe
15772,Western Europe
66060,Western Europe
64948,Western Europe
16111,Western Europe
10531,Northern Europe
17388,Western Europe
43720,Eastern Europe
59260,Central America
51582,South America
53575,Central America
7690,Caribbean
53229,Central America
56189,South America
4035,South America
56726,Central America
53524,Central America
9358,South America
56879,Caribbean
7842,Central America
326,Central America
59232,Central America
56338,Central America
55584,Central America
52647,South America
57022,Central America
57022,Central America
60974,Central America
53785,Central America
52913,Central America
55751,Central America
6961,Central America
2376,South America
55584,Central America
51940,South America
52656,Central America
7335,Central America
59260,Central America
9298,Caribbean
6961,Central America
54008,South America
8833,South America
54008,South America
55163,Central America
918,South America
52860,Central America
55259,Central America
52092,Central America
3899,Central America
54751,Caribbean
6929,Central America
56189,South America
54584,Central America
45384,West Asia
43583,West Asia
25416,South Asia
29395,South Asia
23890,Southeast Asia
22676,Southeast Asia
20522,Oceania
23890,Southeast Asia
25252,Southeast Asia
46288,South Asia
50270,West Asia
26128,South Asia
42007,West Asia
23472,Eastern Asia
30622,Oceania
22676,Southeast Asia
29395,South Asia
48300,West Asia
30080,Oceania
24987,Eastern Asia
29623,Southeast Asia
21451,Southeast Asia
42078,Central Asia
28056,Eastern Asia
21636,Eastern Asia
22759,Oceania
25252,Southeast Asia
25230,South Asia
22490,South Asia
48779,West Asia
48375,West Asia
30866,Oceania
25724,South Asia
27505,Southeast Asia
24596,Oceania
46505,West Asia
21617,Southeast Asia
23847,Southeast Asia
28205,Eastern Asia
22371,Eastern Asia
30368,Oceania
22371,Eastern Asia
22966,Oceania
20887,South Asia
27505,Southeast Asia
45762,South Asia
42793,West Asia
30816,Oceania
43190,South Asia
40368,US Center 
36091,West of USA 
49767,Canada
34290,US Center 
33892,US Center 
31439,West of USA 
34583,US Center 
41218,East of USA
33885,West of USA 
41183,US Center 
36576,US Center 
39864,East of USA
39725,West of USA 
37046,East of USA
40347,West of USA 
41183,US Center 
33656,East of USA
39924,East of USA
34455,South of  USA 
32731,West of USA 
48915,Canada
46745,East Africa
42920,West Africa
42920,West Africa
46627,West Africa
41640,North Africa
48622,Central Africa
44027,West Africa
47908,West Africa
63686,Western Europe
11338,Western Europe
11338,Western Europe
61974,Western Europe
47369,Eastern Europe
65544,Western Europe
13862,Western Europe
65531,Western Europe
49498,South Asia
21283,Southeast Asia
21769,Eastern Asia
49498,South Asia
24760,South Asia
45733,West Asia
26426,Eastern Asia
23429,Oceania
21248,Oceania
24316,South Asia
23066,Southeast Asia
44268,West Asia
23763,Oceania
20346,South Asia
26296,Oceania
25958,Southeast Asia
30075,Eastern Asia
21968,Eastern Asia
23347,Oceania
44428,West Asia
29929,Eastern Asia
22652,Eastern Asia
20563,Eastern Asia
46363,South Asia
29929,Eastern Asia
23764,Oceania
22603,Eastern Asia
24010,Oceania
21248,Oceania
27126,Eastern Asia
24010,Oceania
21248,Oceania
22425,Eastern Asia
22425,Eastern Asia
48094,West Asia
22920,Eastern Asia
30141,Oceania
28443,South Asia
25793,South Asia
24316,South Asia
48094,West Asia
76258,Oceania
76563,Eastern Asia
75073,Eastern Asia
76362,Oceania
71674,Oceania
75035,Eastern Asia
73686,Eastern Asia
76666,South Asia
76502,Southeast Asia
73684,Southeast Asia
76519,Southeast Asia
75384,Oceania
76246,Eastern Asia
76822,Oceania
74234,South Asia
72566,South Asia
76278,Eastern Asia
76386,South Asia
74250,Oceania
73603,South Asia
24057,South Asia
25946,Eastern Asia
73756,Southeast Asia
73951,Oceania
23283,Eastern Asia
31257,Oceania
23283,Eastern Asia
76924,Oceania
50690,West Asia
26950,South Asia
72494,Oceania
22721,Oceania
46851,West Asia
41535,Central Asia
73813,Oceania
28795,Oceania
73758,Southeast Asia
25946,Eastern Asia
23283,Eastern Asia
71794,Eastern Asia
23283,Eastern Asia
20570,Eastern Asia
20570,Eastern Asia
23224,Southeast Asia
76796,South Asia
41240,West of USA 
34860,East of USA
36332,West of USA 
35664,US Center 
40358,West of USA 
35516,West of USA 
35029,East of USA
32167,East of USA
34310,West of USA 
35622,East of USA
34437,East of USA
40887,US Center 
36648,US Center 
34310,West of USA 
34100,West of USA 
38737,West of USA 
35516,West of USA 
36062,East of USA
35622,East of USA
40887,US Center 
34927,East of USA
39368,US Center 
34364,West of USA 
34258,West of USA 
33437,East of USA
35516,West of USA 
40358,West of USA 
38382,East of USA
33437,East of USA
37156,South of  USA 
34860,East of USA
33437,East of USA
35664,US Center 
32211,US Center 
33830,South of  USA 
34102,US Center 
36950,West of USA 
36150,West of USA 
33361,West of USA 
34102,US Center 
34717,West of USA 
34398,East of USA
34717,West of USA 
32006,East of USA
31495,East of USA
40068,South of  USA 
33828,South of  USA 
33331,US Center 
39135,West of USA 
31495,East of USA
40068,South of  USA 
39426,West of USA 
32512,East of USA
32141,West of USA 
32974,West of USA 
35622,East of USA
33325,East of USA
34861,West of USA 
39926,East of USA
32798,US Center 
35628,West of USA 
32974,West of USA 
36950,West of USA 
31756,West of USA 
32512,East of USA
39926,East of USA
33870,US Center 
36332,West of USA 
31710,West of USA 
35237,East of USA
32141,West of USA 
36783,US Center 
34102,US Center 
35397,US Center 
37464,US Center 
31375,US Center 
36944,West of USA 
39435,East of USA
32515,East of USA
34927,East of USA
32515,East of USA
33710,West of USA 
32974,West of USA 
38528,East of USA
36047,West of USA 
32006,East of USA
37863,US Center 
31319,US Center 
35628,West of USA 
40264,East of USA
34717,West of USA 
40264,East of USA
36292,East of USA
34398,East of USA
40466,South of  USA 
39060,South of  USA 
38945,West of USA 
39060,South of  USA 
