order_id,Shipping Mode,Order Region,Order Status,delay
72472,Standard Class,Eastern Asia,COMPLETE,-1.0
72382,Standard Class,Oceania,COMPLETE,-1.0
26846,Standard Class,Oceania,COMPLETE,-2.0
24749,Standard Class,Oceania,COMPLETE,1.0
44258,Standard Class,South Asia,COMPLETE,0.0
28169,Standard Class,South Asia,COMPLETE,1.0
23447,Standard Class,South Asia,COMPLETE,-1.0
76860,Standard Class,South Asia,COMPLETE,2.0
28399,Standard Class,Southeast Asia,COMPLETE,1.0
26649,Standard Class,Southeast Asia,COMPLETE,1.0
26921,Standard Class,Eastern Asia,COMPLETE,-2.0
23798,Standard Class,Eastern Asia,COMPLETE,0.0
29252,Standard Class,Oceania,COMPLETE,-1.0
26794,Standard Class,Oceania,COMPLETE,1.0
22544,Standard Class,Oceania,COMPLETE,1.0
73704,Standard Class,Oceania,COMPLETE,1.0
47289,Standard Class,South Asia,COMPLETE,1.0
74117,Standard Class,Southeast Asia,COMPLETE,-1.0
22000,Standard Class,Southeast Asia,COMPLETE,2.0
74930,Standard Class,Southeast Asia,COMPLETE,2.0
21387,Standard Class,Southeast Asia,COMPLETE,-1.0
44454,Standard Class,West Asia,COMPLETE,1.0
22504,Standard Class,Oceania,COMPLETE,1.0
74965,Standard Class,South Asia,COMPLETE,2.0
76912,Standard Class,South Asia,COMPLETE,-1.0
28958,Standard Class,Southeast Asia,COMPLETE,0.0
23136,Standard Class,Southeast Asia,COMPLETE,-2.0
45035,Standard Class,West Asia,COMPLETE,2.0
26049,Standard Class,Eastern Asia,COMPLETE,1.0
22586,Standard Class,Southeast Asia,COMPLETE,-2.0
21818,Standard Class,Southeast Asia,COMPLETE,0.0
20723,Standard Class,Eastern Asia,COMPLETE,0.0
49220,Standard Class,South Asia,COMPLETE,2.0
47916,Standard Class,South Asia,COMPLETE,-2.0
21344,Standard Class,Oceania,COMPLETE,1.0
31152,Standard Class,Oceania,COMPLETE,-1.0
25918,Standard Class,South Asia,COMPLETE,0.0
48714,Standard Class,West Asia,COMPLETE,1.0
22715,Standard Class,Oceania,COMPLETE,2.0
25486,Standard Class,South Asia,COMPLETE,-2.0
29680,Standard Class,South Asia,COMPLETE,2.0
42495,Standard Class,West Asia,COMPLETE,2.0
27824,Standard Class,Southeast Asia,COMPLETE,1.0
45186,Standard Class,South Asia,COMPLETE,-2.0
28024,Standard Class,Southeast Asia,COMPLETE,1.0
27443,Standard Class,Oceania,COMPLETE,0.0
48788,Standard Class,West Asia,COMPLETE,0.0
50202,Standard Class,West Asia,COMPLETE,-1.0
75184,Standard Class,Eastern Asia,COMPLETE,1.0
22156,Standard Class,Oceania,COMPLETE,-2.0
71788,Standard Class,Southeast Asia,COMPLETE,0.0
71877,Standard Class,Eastern Asia,COMPLETE,-1.0
71895,Standard Class,South Asia,COMPLETE,2.0
72038,Standard Class,Oceania,COMPLETE,0.0
71749,Standard Class,Eastern Asia,COMPLETE,1.0
71893,Standard Class,Oceania,COMPLETE,0.0
75163,Standard Class,South Asia,COMPLETE,0.0
71820,Standard Class,South Asia,COMPLETE,2.0
72087,Standard Class,Eastern Asia,COMPLETE,-1.0
75104,Standard Class,Oceania,COMPLETE,1.0
71887,Standard Class,Southeast Asia,COMPLETE,-1.0
71956,Standard Class,Oceania,COMPLETE,-2.0
75152,Standard Class,Oceania,COMPLETE,-1.0
72116,Standard Class,Oceania,COMPLETE,-2.0
71792,Standard Class,Southeast Asia,COMPLETE,-1.0
71773,Standard Class,Eastern Asia,COMPLETE,0.0
71825,Standard Class,Eastern Asia,COMPLETE,2.0
71771,Standard Class,Eastern Asia,COMPLETE,-2.0
75095,Standard Class,Oceania,COMPLETE,2.0
29883,Standard Class,Oceania,COMPLETE,0.0
25503,Standard Class,South Asia,COMPLETE,0.0
29990,Standard Class,Eastern Asia,COMPLETE,2.0
21233,Standard Class,Oceania,COMPLETE,0.0
20857,Standard Class,Southeast Asia,COMPLETE,-1.0
29612,Standard Class,Eastern Asia,COMPLETE,-1.0
27332,Standard Class,Eastern Asia,COMPLETE,-1.0
20393,Standard Class,Eastern Asia,COMPLETE,0.0
23511,Standard Class,Oceania,COMPLETE,-2.0
48526,Standard Class,South Asia,COMPLETE,-2.0
23973,Standard Class,South Asia,COMPLETE,0.0
24745,Standard Class,Southeast Asia,COMPLETE,2.0
21435,Standard Class,Southeast Asia,COMPLETE,2.0
30603,Standard Class,Oceania,COMPLETE,0.0
27090,Standard Class,Oceania,COMPLETE,2.0
24376,Standard Class,Eastern Asia,COMPLETE,-2.0
28333,Standard Class,South Asia,COMPLETE,0.0
43436,Standard Class,West Asia,COMPLETE,-2.0
24986,Standard Class,Eastern Asia,COMPLETE,-2.0
24666,Standard Class,Oceania,COMPLETE,-2.0
21836,Standard Class,Southeast Asia,COMPLETE,-2.0
20486,Standard Class,Southeast Asia,COMPLETE,-2.0
41645,Standard Class,West Asia,COMPLETE,2.0
20956,Standard Class,Eastern Asia,COMPLETE,-2.0
24984,Standard Class,South Asia,COMPLETE,1.0
20526,Standard Class,Oceania,COMPLETE,-2.0
24166,Standard Class,South Asia,COMPLETE,-2.0
23216,Standard Class,Eastern Asia,COMPLETE,-2.0
25430,Standard Class,Eastern Asia,COMPLETE,2.0
20525,Standard Class,Oceania,COMPLETE,2.0
30284,Standard Class,South Asia,COMPLETE,1.0
20568,Standard Class,South Asia,COMPLETE,0.0
28556,Standard Class,Eastern Asia,COMPLETE,-2.0
26786,Standard Class,Eastern Asia,COMPLETE,-2.0
26686,Standard Class,Eastern Asia,COMPLETE,-2.0
21188,Standard Class,South Asia,COMPLETE,0.0
24796,Standard Class,Southeast Asia,COMPLETE,-2.0
23766,Standard Class,Eastern Asia,COMPLETE,-2.0
45443,Standard Class,West Asia,COMPLETE,0.0
41617,Standard Class,South Asia,COMPLETE,-1.0
24586,Standard Class,Southeast Asia,COMPLETE,-2.0
21090,Standard Class,Southeast Asia,COMPLETE,2.0
22835,Standard Class,Eastern Asia,COMPLETE,2.0
24286,Standard Class,Eastern Asia,COMPLETE,-2.0
22997,Standard Class,Eastern Asia,COMPLETE,-1.0
22411,Standard Class,Oceania,COMPLETE,-2.0
28940,Standard Class,South Asia,COMPLETE,2.0
30549,Standard Class,Oceania,COMPLETE,1.0
29792,Standard Class,Oceania,COMPLETE,-1.0
28387,Standard Class,South Asia,COMPLETE,-1.0
25999,Standard Class,South Asia,COMPLETE,1.0
22718,Standard Class,South Asia,COMPLETE,0.0
50477,Standard Class,South Asia,COMPLETE,-1.0
25916,Standard Class,South Asia,COMPLETE,-2.0
21877,Standard Class,Southeast Asia,COMPLETE,-1.0
21369,Standard Class,Oceania,COMPLETE,1.0
28991,Standard Class,South Asia,COMPLETE,-2.0
50916,Standard Class,West Asia,COMPLETE,-2.0
74033,Standard Class,Eastern Asia,COMPLETE,0.0
74049,Standard Class,Oceania,COMPLETE,1.0
76708,Standard Class,Oceania,COMPLETE,0.0
74266,Standard Class,Oceania,COMPLETE,-2.0
74248,Standard Class,Oceania,COMPLETE,0.0
75076,Standard Class,Southeast Asia,COMPLETE,-2.0
72742,Standard Class,Southeast Asia,COMPLETE,-1.0
76491,Standard Class,Southeast Asia,COMPLETE,-2.0
76634,Standard Class,South Asia,COMPLETE,1.0
76436,Standard Class,Southeast Asia,COMPLETE,-2.0
76256,Standard Class,Southeast Asia,COMPLETE,-2.0
76327,Standard Class,Eastern Asia,COMPLETE,-1.0
73563,Standard Class,Eastern Asia,COMPLETE,0.0
75038,Standard Class,Oceania,COMPLETE,0.0
74984,Standard Class,Oceania,COMPLETE,1.0
71676,Standard Class,Oceania,COMPLETE,-2.0
75410,Standard Class,South Asia,COMPLETE,2.0
75019,Standard Class,Eastern Asia,COMPLETE,1.0
76254,Standard Class,South Asia,COMPLETE,1.0
76271,Standard Class,Eastern Asia,COMPLETE,-2.0
75390,Standard Class,South Asia,COMPLETE,2.0
76433,Standard Class,Southeast Asia,COMPLETE,0.0
73560,Standard Class,Oceania,COMPLETE,2.0
76486,Standard Class,Southeast Asia,COMPLETE,-2.0
76431,Standard Class,South Asia,COMPLETE,-2.0
72682,Standard Class,Southeast Asia,COMPLETE,-1.0
71689,Standard Class,Eastern Asia,COMPLETE,1.0
76664,Standard Class,Oceania,COMPLETE,1.0
76411,Standard Class,Eastern Asia,COMPLETE,-2.0
74222,Standard Class,Oceania,COMPLETE,-1.0
73557,Standard Class,Oceania,COMPLETE,-1.0
73521,Standard Class,South Asia,COMPLETE,-2.0
76627,Standard Class,Southeast Asia,COMPLETE,-1.0
76321,Standard Class,Southeast Asia,COMPLETE,-2.0
76680,Standard Class,Eastern Asia,COMPLETE,2.0
76464,Standard Class,Southeast Asia,COMPLETE,1.0
74220,Standard Class,Oceania,COMPLETE,2.0
75066,Standard Class,Oceania,COMPLETE,-2.0
71614,Standard Class,Oceania,COMPLETE,1.0
76481,Standard Class,Southeast Asia,COMPLETE,-2.0
76229,Standard Class,Southeast Asia,COMPLETE,1.0
73482,Standard Class,Eastern Asia,COMPLETE,-1.0
72803,Standard Class,South Asia,COMPLETE,0.0
73572,Standard Class,Southeast Asia,COMPLETE,-1.0
76227,Standard Class,South Asia,COMPLETE,-1.0
75009,Standard Class,Eastern Asia,COMPLETE,1.0
74973,Standard Class,South Asia,COMPLETE,0.0
75435,Standard Class,South Asia,COMPLETE,2.0
76766,Standard Class,Southeast Asia,COMPLETE,-2.0
73569,Standard Class,Eastern Asia,COMPLETE,1.0
71628,Standard Class,South Asia,COMPLETE,0.0
73515,Standard Class,Southeast Asia,COMPLETE,2.0
76692,Standard Class,Eastern Asia,COMPLETE,-1.0
76818,Standard Class,South Asia,COMPLETE,0.0
76764,Standard Class,South Asia,COMPLETE,1.0
73694,Standard Class,Southeast Asia,COMPLETE,1.0
75042,Standard Class,Oceania,COMPLETE,-1.0
76547,Standard Class,Oceania,COMPLETE,-1.0
75342,Standard Class,Southeast Asia,COMPLETE,-1.0
73549,Standard Class,Southeast Asia,COMPLETE,1.0
74491,Standard Class,Southeast Asia,ON_HOLD,-2.0
74489,Standard Class,Eastern Asia,ON_HOLD,1.0
72914,Standard Class,Eastern Asia,ON_HOLD,1.0
75623,Standard Class,Oceania,ON_HOLD,0.0
75621,Standard Class,Southeast Asia,ON_HOLD,-2.0
75490,Standard Class,South Asia,ON_HOLD,2.0
75577,Standard Class,Eastern Asia,ON_HOLD,-1.0
75684,Standard Class,Oceania,ON_HOLD,1.0
75229,Standard Class,Southeast Asia,ON_HOLD,1.0
43833,Standard Class,South Asia,ON_HOLD,0.0
30130,Standard Class,South Asia,ON_HOLD,2.0
22324,Standard Class,Oceania,ON_HOLD,1.0
26178,Standard Class,South Asia,ON_HOLD,0.0
20876,Standard Class,Oceania,ON_HOLD,-2.0
27974,Standard Class,Southeast Asia,ON_HOLD,1.0
72432,Standard Class,Oceania,ON_HOLD,-1.0
26256,Standard Class,Southeast Asia,ON_HOLD,-2.0
23613,Standard Class,Oceania,ON_HOLD,0.0
73879,Standard Class,Oceania,ON_HOLD,1.0
22364,Standard Class,Southeast Asia,ON_HOLD,1.0
26671,Standard Class,Eastern Asia,ON_HOLD,-2.0
22110,Standard Class,Eastern Asia,ON_HOLD,2.0
45338,Standard Class,West Asia,ON_HOLD,0.0
42494,Standard Class,West Asia,ON_HOLD,1.0
73858,Standard Class,Oceania,ON_HOLD,0.0
73768,Standard Class,Southeast Asia,ON_HOLD,0.0
30723,Standard Class,Oceania,ON_HOLD,0.0
74939,Standard Class,South Asia,ON_HOLD,1.0
72462,Standard Class,Southeast Asia,ON_HOLD,-1.0
50507,Standard Class,West Asia,ON_HOLD,-1.0
74142,Standard Class,Oceania,ON_HOLD,-1.0
28923,Standard Class,South Asia,ON_HOLD,0.0
28737,Standard Class,South Asia,ON_HOLD,-1.0
49167,Standard Class,West Asia,ON_HOLD,-1.0
26615,Standard Class,Oceania,ON_HOLD,2.0
27610,Standard Class,South Asia,ON_HOLD,2.0
26753,Standard Class,Southeast Asia,ON_HOLD,0.0
74788,Standard Class,Oceania,ON_HOLD,0.0
41537,Standard Class,South Asia,ON_HOLD,-1.0
47685,Standard Class,West Asia,ON_HOLD,2.0
46835,Standard Class,West Asia,ON_HOLD,2.0
21843,Standard Class,Eastern Asia,ON_HOLD,0.0
22507,Standard Class,Oceania,ON_HOLD,-1.0
29174,Standard Class,South Asia,ON_HOLD,1.0
24500,Standard Class,Eastern Asia,ON_HOLD,2.0
30092,Standard Class,Oceania,ON_HOLD,-1.0
73938,Standard Class,Oceania,ON_HOLD,0.0
26001,Standard Class,South Asia,ON_HOLD,-2.0
28398,Standard Class,Southeast Asia,ON_HOLD,0.0
26182,Standard Class,Oceania,ON_HOLD,-1.0
74445,Standard Class,Southeast Asia,ON_HOLD,2.0
73721,Standard Class,Southeast Asia,ON_HOLD,-2.0
49293,Standard Class,West Asia,ON_HOLD,0.0
42165,Standard Class,West Asia,ON_HOLD,2.0
27528,Standard Class,Oceania,ON_HOLD,0.0
26292,Standard Class,South Asia,ON_HOLD,-1.0
47091,Standard Class,West Asia,ON_HOLD,-2.0
30591,Standard Class,Oceania,ON_HOLD,-2.0
26260,Standard Class,South Asia,ON_HOLD,2.0
44259,Standard Class,West Asia,ON_HOLD,1.0
22166,Standard Class,South Asia,ON_HOLD,-2.0
22751,Standard Class,Eastern Asia,ON_HOLD,-2.0
29882,Standard Class,Southeast Asia,ON_HOLD,-1.0
25568,Standard Class,Oceania,ON_HOLD,0.0
20402,Standard Class,Southeast Asia,ON_HOLD,-1.0
21791,Standard Class,Eastern Asia,ON_HOLD,-2.0
23373,Standard Class,Southeast Asia,ON_HOLD,0.0
45937,Standard Class,West Asia,ON_HOLD,-1.0
21558,Standard Class,South Asia,ON_HOLD,0.0
26227,Standard Class,Southeast Asia,ON_HOLD,-1.0
49516,Standard Class,West Asia,ON_HOLD,-2.0
21424,Standard Class,Oceania,ON_HOLD,1.0
24034,Standard Class,Southeast Asia,ON_HOLD,1.0
44039,Standard Class,South Asia,ON_HOLD,1.0
73998,Standard Class,Southeast Asia,ON_HOLD,0.0
76401,Standard Class,South Asia,ON_HOLD,-2.0
76814,Standard Class,Eastern Asia,ON_HOLD,1.0
76579,Standard Class,Eastern Asia,ON_HOLD,1.0
76721,Standard Class,Oceania,ON_HOLD,-2.0
74243,Standard Class,Oceania,ON_HOLD,0.0
75425,Standard Class,Southeast Asia,ON_HOLD,2.0
76375,Standard Class,Eastern Asia,ON_HOLD,2.0
76231,Standard Class,Southeast Asia,ON_HOLD,-2.0
76619,Standard Class,Oceania,ON_HOLD,1.0
73495,Standard Class,South Asia,ON_HOLD,2.0
39190,Standard Class,East of USA,COMPLETE,2.0
31744,Standard Class,East of USA,COMPLETE,1.0
37197,Standard Class,West of USA ,COMPLETE,-1.0
40331,Standard Class,US Center ,COMPLETE,-2.0
41093,Standard Class,East of USA,COMPLETE,0.0
37514,Standard Class,South of  USA ,COMPLETE,1.0
36549,Standard Class,South of  USA ,COMPLETE,1.0
41174,Standard Class,East of USA,COMPLETE,1.0
38448,Standard Class,West of USA ,COMPLETE,0.0
35329,Standard Class,West of USA ,COMPLETE,1.0
37398,Standard Class,East of USA,COMPLETE,0.0
35293,Standard Class,US Center ,COMPLETE,0.0
39037,Standard Class,West of USA ,COMPLETE,-1.0
40172,Standard Class,US Center ,COMPLETE,-1.0
38841,Standard Class,West of USA ,COMPLETE,-2.0
35158,Standard Class,East of USA,COMPLETE,0.0
33801,Standard Class,West of USA ,COMPLETE,-2.0
38757,Standard Class,West of USA ,COMPLETE,-1.0
32354,Standard Class,West of USA ,COMPLETE,1.0
39881,Standard Class,West of USA ,COMPLETE,-2.0
32503,Standard Class,East of USA,COMPLETE,0.0
31745,Standard Class,East of USA,COMPLETE,2.0
41082,Standard Class,South of  USA ,COMPLETE,-1.0
37998,Standard Class,South of  USA ,COMPLETE,0.0
36591,Standard Class,US Center ,COMPLETE,-2.0
37509,Standard Class,West of USA ,COMPLETE,1.0
40377,Standard Class,West of USA ,COMPLETE,-1.0
35414,Standard Class,West of USA ,COMPLETE,1.0
34317,Standard Class,West of USA ,COMPLETE,-1.0
33879,Standard Class,South of  USA ,COMPLETE,1.0
31584,Standard Class,South of  USA ,COMPLETE,1.0
35013,Standard Class,US Center ,COMPLETE,0.0
39862,Standard Class,US Center ,COMPLETE,-1.0
38178,Standard Class,West of USA ,COMPLETE,0.0
48861,Standard Class,Canada,COMPLETE,-2.0
37002,Standard Class,East of USA,COMPLETE,-1.0
40047,Standard Class,East of USA,COMPLETE,-1.0
36815,Standard Class,East of USA,COMPLETE,2.0
32027,Standard Class,East of USA,COMPLETE,-1.0
35310,Standard Class,South of  USA ,COMPLETE,2.0
40140,Standard Class,US Center ,COMPLETE,2.0
37991,Standard Class,US Center ,COMPLETE,-2.0
34263,Standard Class,US Center ,COMPLETE,0.0
31956,Standard Class,US Center ,COMPLETE,-2.0
37238,Standard Class,West of USA ,COMPLETE,0.0
36759,Standard Class,West of USA ,COMPLETE,1.0
35850,Standard Class,West of USA ,COMPLETE,2.0
37843,Standard Class,East of USA,COMPLETE,0.0
33634,Standard Class,East of USA,COMPLETE,1.0
40044,Standard Class,West of USA ,COMPLETE,1.0
37485,Standard Class,East of USA,COMPLETE,2.0
40414,Standard Class,East of USA,COMPLETE,1.0
34576,Standard Class,South of  USA ,COMPLETE,-2.0
37271,Standard Class,South of  USA ,COMPLETE,-2.0
40262,Standard Class,US Center ,COMPLETE,-1.0
39415,Standard Class,US Center ,COMPLETE,2.0
40984,Standard Class,US Center ,COMPLETE,1.0
38123,Standard Class,US Center ,COMPLETE,0.0
33536,Standard Class,West of USA ,COMPLETE,-2.0
35674,Standard Class,West of USA ,COMPLETE,1.0
35253,Standard Class,West of USA ,COMPLETE,0.0
34874,Standard Class,West of USA ,COMPLETE,1.0
40186,Standard Class,US Center ,COMPLETE,-2.0
37489,Standard Class,US Center ,COMPLETE,1.0
33791,Standard Class,US Center ,COMPLETE,-2.0
40749,Standard Class,West of USA ,COMPLETE,1.0
37465,Standard Class,West of USA ,COMPLETE,2.0
39845,Standard Class,West of USA ,COMPLETE,2.0
47176,Standard Class,Canada,COMPLETE,-2.0
41007,Standard Class,East of USA,COMPLETE,-1.0
33937,Standard Class,East of USA,COMPLETE,-1.0
35181,Standard Class,South of  USA ,COMPLETE,-2.0
34422,Standard Class,South of  USA ,COMPLETE,-1.0
36170,Standard Class,US Center ,COMPLETE,2.0
40834,Standard Class,West of USA ,COMPLETE,1.0
38224,Standard Class,West of USA ,COMPLETE,1.0
37657,Standard Class,West of USA ,COMPLETE,-1.0
35781,Standard Class,West of USA ,COMPLETE,-2.0
34242,Standard Class,West of USA ,COMPLETE,-1.0
35030,Standard Class,East of USA,COMPLETE,2.0
32878,Standard Class,East of USA,COMPLETE,0.0
33301,Standard Class,US Center ,COMPLETE,-2.0
33167,Standard Class,West of USA ,COMPLETE,-1.0
38043,Standard Class,East of USA,COMPLETE,0.0
36157,Standard Class,East of USA,COMPLETE,-1.0
39892,Standard Class,South of  USA ,COMPLETE,-1.0
33300,Standard Class,South of  USA ,COMPLETE,2.0
39959,Standard Class,US Center ,COMPLETE,1.0
37140,Standard Class,West of USA ,COMPLETE,2.0
31619,Standard Class,West of USA ,COMPLETE,1.0
48287,Standard Class,Canada,COMPLETE,-1.0
37264,Standard Class,East of USA,COMPLETE,1.0
35102,Standard Class,South of  USA ,COMPLETE,-1.0
37369,Standard Class,US Center ,COMPLETE,1.0
41161,Standard Class,US Center ,COMPLETE,-2.0
40478,Standard Class,West of USA ,COMPLETE,0.0
33541,Standard Class,West of USA ,COMPLETE,-2.0
41960,Standard Class,Canada,COMPLETE,2.0
36895,Standard Class,East of USA,COMPLETE,2.0
34671,Standard Class,East of USA,COMPLETE,-2.0
39101,Standard Class,South of  USA ,COMPLETE,-2.0
34223,Standard Class,South of  USA ,COMPLETE,0.0
37325,Standard Class,South of  USA ,COMPLETE,2.0
36671,Standard Class,US Center ,COMPLETE,-2.0
37320,Standard Class,East of USA,COMPLETE,2.0
33134,Standard Class,South of  USA ,COMPLETE,1.0
31841,Standard Class,US Center ,COMPLETE,-2.0
36144,Standard Class,West of USA ,COMPLETE,1.0
34288,Standard Class,West of USA ,COMPLETE,0.0
35062,Standard Class,US Center ,COMPLETE,-1.0
36835,Standard Class,US Center ,COMPLETE,2.0
36485,Standard Class,US Center ,COMPLETE,2.0
34224,Standard Class,US Center ,COMPLETE,1.0
39336,Standard Class,West of USA ,COMPLETE,-2.0
39176,Standard Class,East of USA,COMPLETE,-2.0
39245,Standard Class,US Center ,COMPLETE,2.0
36213,Standard Class,US Center ,COMPLETE,0.0
34807,Standard Class,US Center ,COMPLETE,-1.0
34520,Standard Class,West of USA ,COMPLETE,2.0
41955,Standard Class,Canada,COMPLETE,2.0
37747,Standard Class,East of USA,COMPLETE,-1.0
37174,Standard Class,East of USA,COMPLETE,1.0
38311,Standard Class,South of  USA ,COMPLETE,-2.0
38813,Standard Class,South of  USA ,COMPLETE,0.0
39878,Standard Class,US Center ,COMPLETE,0.0
36715,Standard Class,US Center ,COMPLETE,2.0
37512,Standard Class,East of USA,COMPLETE,-1.0
36204,Standard Class,East of USA,COMPLETE,1.0
32350,Standard Class,East of USA,COMPLETE,2.0
35755,Standard Class,West of USA ,COMPLETE,2.0
39333,Standard Class,East of USA,COMPLETE,0.0
38810,Standard Class,East of USA,COMPLETE,2.0
34273,Standard Class,East of USA,COMPLETE,0.0
36592,Standard Class,US Center ,COMPLETE,-1.0
36366,Standard Class,US Center ,COMPLETE,-2.0
34842,Standard Class,US Center ,COMPLETE,-1.0
34624,Standard Class,US Center ,COMPLETE,1.0
32857,Standard Class,West of USA ,COMPLETE,-1.0
31594,Standard Class,West of USA ,COMPLETE,1.0
34898,Standard Class,East of USA,COMPLETE,0.0
33208,Standard Class,US Center ,COMPLETE,0.0
39529,Standard Class,West of USA ,COMPLETE,1.0
34670,Standard Class,East of USA,COMPLETE,2.0
34187,Standard Class,South of  USA ,COMPLETE,-1.0
34640,Standard Class,East of USA,COMPLETE,2.0
38656,Standard Class,East of USA,COMPLETE,-2.0
35818,Standard Class,US Center ,COMPLETE,0.0
35349,Standard Class,East of USA,COMPLETE,1.0
34444,Standard Class,West of USA ,COMPLETE,1.0
37999,Standard Class,South of  USA ,COMPLETE,1.0
40512,Standard Class,West of USA ,COMPLETE,-1.0
35725,Standard Class,US Center ,COMPLETE,2.0
31444,Standard Class,US Center ,COMPLETE,1.0
37781,Standard Class,East of USA,COMPLETE,-2.0
37062,Standard Class,West of USA ,COMPLETE,-1.0
40248,Standard Class,South of  USA ,COMPLETE,0.0
36588,Standard Class,US Center ,COMPLETE,0.0
33409,Standard Class,West of USA ,COMPLETE,1.0
39915,Standard Class,West of USA ,COMPLETE,2.0
38768,Standard Class,East of USA,COMPLETE,0.0
32679,Standard Class,South of  USA ,COMPLETE,1.0
38837,Standard Class,West of USA ,COMPLETE,-1.0
40327,Standard Class,West of USA ,COMPLETE,-1.0
34228,Standard Class,West of USA ,COMPLETE,0.0
40848,Standard Class,East of USA,COMPLETE,0.0
38992,Standard Class,US Center ,COMPLETE,-1.0
40985,Standard Class,South of  USA ,COMPLETE,2.0
40609,Standard Class,US Center ,COMPLETE,1.0
37974,Standard Class,US Center ,COMPLETE,1.0
32549,Standard Class,US Center ,COMPLETE,1.0
38635,Standard Class,East of USA,COMPLETE,2.0
32145,Standard Class,East of USA,COMPLETE,2.0
33880,Standard Class,South of  USA ,COMPLETE,2.0
38672,Standard Class,West of USA ,COMPLETE,-1.0
40493,Standard Class,West of USA ,COMPLETE,0.0
38131,Standard Class,West of USA ,COMPLETE,-2.0
40684,Standard Class,East of USA,COMPLETE,1.0
33644,Standard Class,US Center ,COMPLETE,1.0
31918,Standard Class,US Center ,COMPLETE,0.0
35809,Standard Class,West of USA ,COMPLETE,1.0
34832,Standard Class,West of USA ,COMPLETE,-1.0
41012,Standard Class,West of USA ,COMPLETE,-1.0
33903,Standard Class,West of USA ,COMPLETE,0.0
41008,Standard Class,East of USA,COMPLETE,0.0
36881,Standard Class,East of USA,COMPLETE,-2.0
34244,Standard Class,West of USA ,COMPLETE,1.0
34791,Standard Class,US Center ,COMPLETE,-2.0
34241,Standard Class,West of USA ,COMPLETE,-2.0
31792,Standard Class,South of  USA ,COMPLETE,-1.0
38168,Standard Class,US Center ,COMPLETE,0.0
36255,Standard Class,US Center ,COMPLETE,2.0
36182,Standard Class,US Center ,COMPLETE,-1.0
37071,Standard Class,West of USA ,COMPLETE,-2.0
32919,Standard Class,West of USA ,COMPLETE,1.0
38076,Standard Class,East of USA,COMPLETE,-2.0
34884,Standard Class,East of USA,COMPLETE,1.0
31949,Standard Class,East of USA,COMPLETE,1.0
34237,Standard Class,US Center ,COMPLETE,-1.0
40328,Standard Class,West of USA ,COMPLETE,0.0
34502,Standard Class,West of USA ,ON_HOLD,-1.0
34990,Standard Class,West of USA ,ON_HOLD,2.0
35002,Standard Class,South of  USA ,ON_HOLD,-1.0
37199,Standard Class,West of USA ,ON_HOLD,1.0
33971,Standard Class,West of USA ,ON_HOLD,-2.0
36172,Standard Class,East of USA,ON_HOLD,-1.0
33967,Standard Class,East of USA,ON_HOLD,-1.0
39615,Standard Class,South of  USA ,ON_HOLD,2.0
38671,Standard Class,West of USA ,ON_HOLD,-2.0
34604,Standard Class,US Center ,ON_HOLD,1.0
38161,Standard Class,West of USA ,ON_HOLD,-2.0
38796,Standard Class,West of USA ,ON_HOLD,-2.0
36188,Standard Class,West of USA ,ON_HOLD,0.0
37695,Standard Class,East of USA,ON_HOLD,2.0
38720,Standard Class,East of USA,ON_HOLD,2.0
31898,Standard Class,East of USA,ON_HOLD,0.0
39722,Standard Class,East of USA,ON_HOLD,-1.0
37544,Standard Class,US Center ,ON_HOLD,1.0
38775,Standard Class,South of  USA ,ON_HOLD,2.0
33460,Standard Class,US Center ,ON_HOLD,2.0
36528,Standard Class,West of USA ,ON_HOLD,0.0
37851,Standard Class,US Center ,ON_HOLD,-2.0
40903,Standard Class,East of USA,ON_HOLD,0.0
36930,Standard Class,East of USA,ON_HOLD,2.0
35157,Standard Class,US Center ,ON_HOLD,-1.0
36225,Standard Class,East of USA,ON_HOLD,2.0
33453,Standard Class,US Center ,ON_HOLD,0.0
31551,Standard Class,US Center ,ON_HOLD,-2.0
40798,Standard Class,West of USA ,ON_HOLD,0.0
41614,Standard Class,East Africa,COMPLETE,1.0
44220,Standard Class,East Africa,COMPLETE,2.0
50670,Standard Class,North Africa,COMPLETE,2.0
46774,Standard Class,North Africa,COMPLETE,1.0
50617,Standard Class,West Africa,COMPLETE,-1.0
50041,Standard Class,West Africa,COMPLETE,-2.0
49248,Standard Class,West Africa,COMPLETE,0.0
43727,Standard Class,West Africa,COMPLETE,-1.0
41626,Standard Class,West Africa,COMPLETE,-2.0
44366,Standard Class,Central Africa,COMPLETE,-2.0
42288,Standard Class,Central Africa,COMPLETE,0.0
43710,Standard Class,Central Africa,COMPLETE,2.0
47164,Standard Class,East Africa,COMPLETE,1.0
49267,Standard Class,West Africa,COMPLETE,-1.0
41773,Standard Class,West Africa,COMPLETE,0.0
43570,Standard Class,North Africa,COMPLETE,2.0
41433,Standard Class,West Africa,COMPLETE,0.0
42575,Standard Class,East Africa,COMPLETE,2.0
47375,Standard Class,Southern Africa,COMPLETE,2.0
44012,Standard Class,Southern Africa,COMPLETE,-1.0
51075,Standard Class,Southern Africa,ON_HOLD,2.0
44960,Standard Class,North Africa,ON_HOLD,2.0
50869,Standard Class,West Africa,ON_HOLD,1.0
43537,Standard Class,Eastern Europe,COMPLETE,-1.0
43966,Standard Class,Eastern Europe,COMPLETE,-2.0
12332,Standard Class,Western Europe,COMPLETE,-1.0
